LATITUDE,LONGITUDE,ALTITUDE
29.6671225,-13.72731,22556
29.669095,-13.72731,22580
29.6710675,-13.72731,22596
29.67304,-13.72731,22620
29.675015000000002,-13.72731,22640
29.67699,-13.72731,22664
29.678964999999998,-13.72731,22684
29.68094,-13.72731,22704
29.683,-13.72731,22724
29.68506,-13.72731,22748
29.68712,-13.72731,22768
29.68918,-13.72731,22788
29.6911525,-13.72731,22808
29.693125000000002,-13.72731,22832
29.6950975,-13.72748,22848
29.69707,-13.72765,22872
29.699044999999998,-13.72782,22892
29.70102,-13.72799,22912
29.702995,-13.72799,22932
29.70497,-13.72799,22956
29.70703,-13.72799,22976
29.70909,-13.72799,22996
29.71115,-13.72799,23016
29.71321,-13.72799,23040
29.715184999999998,-13.72799,23060
29.71716,-13.72799,23084
29.719135,-13.72799,23108
29.72111,-13.72799,23132
29.72317,-13.72799,23156
29.72523,-13.72799,23180
29.72729,-13.72799,23208
29.72935,-13.72799,23232
29.7313225,-13.72799,23256
29.733295,-13.72799,23280
29.7352675,-13.7281625,23308
29.73724,-13.728335000000001,23332
29.739215,-13.728507500000001,23356
29.74119,-13.72868,23380
29.743164999999998,-13.72868,23404
29.74514,-13.72868,23432
29.7472,-13.72868,23456
29.74926,-13.72868,23480
29.75132,-13.72868,23504
29.75338,-13.72868,23528
29.755355,-13.72868,23552
29.75733,-13.72868,23572
29.759304999999998,-13.72868,23596
29.76128,-13.72868,23616
29.7632525,-13.72868,23640
29.765225,-13.72868,23660
29.767197499999998,-13.72868,23680
29.76917,-13.72868,23700
29.77123,-13.72868,23720
29.77329,-13.72868,23736
29.77535,-13.7288525,23756
29.77741,-13.729025,23772
29.779384999999998,-13.7291975,23788
29.78136,-13.72937,23808
29.783335,-13.72937,23824
29.78531,-13.72937,23844
29.78737,-13.72937,23860
29.78943,-13.72937,23880
29.79149,-13.72937,23900
29.79355,-13.72937,23920
29.795524999999998,-13.72937,23940
29.7975,-13.72937,23960
29.799475,-13.72937,23980
29.80145,-13.72937,24000
29.8035075,-13.72937,24020
29.805565,-13.72937,24040
29.8076225,-13.72937,24064
29.80968,-13.72937,24084
29.811655000000002,-13.72937,24108
29.81363,-13.72937,24128
29.815604999999998,-13.72937,24148
29.81758,-13.72937,24172
29.81964,-13.72937,24196
29.8217,-13.72937,24212
29.82376,-13.72937,24236
29.82582,-13.72937,24256
29.827795000000002,-13.72937,24280
29.82977,-13.72937,24300
